subject_id,WENAPPLE0626
muscle,ForearmFlexor
test_type,MVC
mvc_trial1_kg,31.20
mvc_trial2_kg,26.90
mvc_trial3_kg,0.00
mvc_kg_100_percent,0.00
manual_mvc_trial_kg,26.9
mvc_level,100% MVC
target_force_kg,26.90
sample_rate,1000
baseline,442.0510
rms,3.8260
battery_mv_last,3942
battery_percent_last,70
record_time,2026-06-26 14:17:03

sample_index,time_sec,adc_raw,emg_centered,battery_mv,battery_percent,mvc_kg_100_percent,mvc_level,target_force_kg,test_type
210240,0.0000,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210241,0.0010,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210242,0.0020,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210243,0.0030,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210244,0.0040,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210245,0.0050,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210246,0.0060,444,1.9490,3944,70,0.00,100% MVC,26.90,MVC
210247,0.0070,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210248,0.0080,444,1.9490,3944,70,0.00,100% MVC,26.90,MVC
210249,0.0090,444,1.9490,3944,70,0.00,100% MVC,26.90,MVC
210250,0.0100,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210251,0.0110,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210252,0.0120,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210253,0.0130,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210254,0.0140,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210255,0.0150,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210256,0.0160,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210257,0.0170,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210258,0.0180,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210259,0.0190,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210260,0.0200,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210261,0.0210,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210262,0.0220,440,-2.0510,3944,70,0.00,100% MVC,26.90,MVC
210263,0.0230,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210264,0.0240,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210265,0.0250,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210266,0.0260,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210267,0.0270,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210268,0.0280,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210269,0.0290,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210270,0.0300,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210271,0.0310,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210272,0.0320,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210273,0.0330,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210274,0.0340,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210275,0.0350,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210276,0.0360,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210277,0.0370,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210278,0.0380,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210279,0.0390,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210280,0.0400,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210281,0.0410,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210282,0.0420,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210283,0.0430,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210284,0.0440,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210285,0.0450,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210286,0.0460,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210287,0.0470,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210288,0.0480,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210289,0.0490,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210290,0.0500,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210291,0.0510,444,1.9490,3944,70,0.00,100% MVC,26.90,MVC
210292,0.0520,442,-0.0510,3944,70,0.00,100% MVC,26.90,MVC
210293,0.0530,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210294,0.0540,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210295,0.0550,443,0.9490,3944,70,0.00,100% MVC,26.90,MVC
210296,0.0560,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
210297,0.0570,441,-1.0510,3944,70,0.00,100% MVC,26.90,MVC
