subject_id,WENAPPLE0626
muscle,ForearmFlexor
test_type,MVC
mvc_trial1_kg,31.20
mvc_trial2_kg,26.90
mvc_trial3_kg,26.00
mvc_kg_100_percent,0.00
manual_mvc_trial_kg,26.0
mvc_level,100% MVC
target_force_kg,26.00
sample_rate,1000
baseline,442.6120
rms,4.7451
battery_mv_last,3936
battery_percent_last,70
record_time,2026-06-26 14:18:18

sample_index,time_sec,adc_raw,emg_centered,battery_mv,battery_percent,mvc_kg_100_percent,mvc_level,target_force_kg,test_type
1413760,0.0000,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413761,0.0010,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413762,0.0020,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413763,0.0030,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413764,0.0040,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413765,0.0050,440,-2.6120,3937,70,0.00,100% MVC,26.00,MVC
1413766,0.0060,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413767,0.0070,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413768,0.0080,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413769,0.0090,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413770,0.0100,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413771,0.0110,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413772,0.0120,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413773,0.0130,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413774,0.0140,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413775,0.0150,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413776,0.0160,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413777,0.0170,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413778,0.0180,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413779,0.0190,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413780,0.0200,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413781,0.0210,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413782,0.0220,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413783,0.0230,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413784,0.0240,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413785,0.0250,441,-1.6120,3937,70,0.00,100% MVC,26.00,MVC
1413786,0.0260,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413787,0.0270,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413788,0.0280,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413789,0.0290,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413790,0.0300,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413791,0.0310,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413792,0.0320,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413793,0.0330,444,1.3880,3937,70,0.00,100% MVC,26.00,MVC
1413794,0.0340,443,0.3880,3937,70,0.00,100% MVC,26.00,MVC
1413795,0.0350,439,-3.6120,3937,70,0.00,100% MVC,26.00,MVC
1413796,0.0360,440,-2.6120,3937,70,0.00,100% MVC,26.00,MVC
1413797,0.0370,442,-0.6120,3937,70,0.00,100% MVC,26.00,MVC
1413798,0.0380,439,-3.6120,3937,70,0.00,100% MVC,26.00,MVC
