subject_id,S02
muscle,FF
test_type,MVC
mvc_trial1_kg,18.20
mvc_trial2_kg,19.10
mvc_trial3_kg,0.00
mvc_kg_100_percent,0.00
manual_mvc_trial_kg,19.1
mvc_level,100% MVC
target_force_kg,19.10
sample_rate,1000
baseline,442.3870
rms,2.8904
battery_mv_last,3957
battery_percent_last,70
record_time,2026-07-24 16:08:46

sample_index,time_sec,adc_raw,emg_centered,battery_mv,battery_percent,mvc_kg_100_percent,mvc_level,target_force_kg,test_type
359040,0.0000,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359041,0.0010,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359042,0.0020,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359043,0.0030,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359044,0.0040,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359045,0.0050,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359046,0.0060,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359047,0.0070,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359048,0.0080,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359049,0.0090,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359050,0.0100,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359051,0.0110,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359052,0.0120,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359053,0.0130,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359054,0.0140,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359055,0.0150,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359056,0.0160,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359057,0.0170,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359058,0.0180,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359059,0.0190,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359060,0.0200,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359061,0.0210,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359062,0.0220,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359063,0.0230,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359064,0.0240,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359065,0.0250,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359066,0.0260,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359067,0.0270,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359068,0.0280,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359069,0.0290,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359070,0.0300,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359071,0.0310,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
359072,0.0320,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359073,0.0330,443,0.6130,3956,70,0.00,100% MVC,19.10,MVC
359074,0.0340,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359075,0.0350,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359076,0.0360,441,-1.3870,3956,70,0.00,100% MVC,19.10,MVC
359077,0.0370,444,1.6130,3956,70,0.00,100% MVC,19.10,MVC
359078,0.0380,442,-0.3870,3956,70,0.00,100% MVC,19.10,MVC
