subject_id,S02
muscle,FF
test_type,Controlled_Force
mvc_trial1_kg,21.30
mvc_trial2_kg,20.60
mvc_trial3_kg,18.30
mvc_kg_100_percent,21.30
manual_mvc_trial_kg,
mvc_level,100% MVC
target_force_kg,21.30
sample_rate,1000
baseline,442.1360
rms,10.5317
battery_mv_last,3935
battery_percent_last,70
record_time,2026-07-24 17:16:38

sample_index,time_sec,adc_raw,emg_centered,battery_mv,battery_percent,mvc_kg_100_percent,mvc_level,target_force_kg,test_type
1957056,0.0000,444,1.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957057,0.0010,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957058,0.0020,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957059,0.0030,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957060,0.0040,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957061,0.0050,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957062,0.0060,444,1.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957063,0.0070,441,-1.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957064,0.0080,441,-1.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957065,0.0090,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957066,0.0100,441,-1.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957067,0.0110,444,1.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957068,0.0120,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957069,0.0130,441,-1.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957070,0.0140,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957071,0.0150,444,1.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957072,0.0160,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957073,0.0170,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957074,0.0180,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957075,0.0190,442,-0.1360,3933,70,21.30,100% MVC,21.30,Controlled_Force
1957076,0.0200,443,0.8640,3933,70,21.30,100% MVC,21.30,Controlled_Force
