time_sec,bts_raw,diy_raw,bts_rms,diy_rms,bts_norm_rms,diy_norm_rms
0.0,0.0026,-0.233,0.0041747712886698735,1.0472281500290164,0.0,0.10180748812663135
0.001,0.0,-0.233,0.00419913764097994,1.0498112758157403,0.0003241780241737949,0.10259844275165633
0.002,0.0007,-0.233,0.004235226142096844,1.0472281500290164,0.0008043113998468813,0.10180748812663135
0.003,-0.0032,0.767,0.004427827268022958,1.04024214240237,0.003366740591621394,0.09966836850994255
0.004,0.0036,0.767,0.004472662675358441,1.04024214240237,0.00396324570564454,0.09966836850994255
0.005,0.0011,-0.23299999999977797,0.004556817873858272,1.0163353521664125,0.005082874348720441,0.09234809537271578
0.006,0.0018,0.767,0.004556978745374995,1.0163353521664125,0.005085014636678752,0.09234809537271578
0.007,0.0068,-0.23299999999977797,0.004602861680872159,1.0531800880729068,0.005695456412431105,0.10362997503294956
0.008,0.006,0.767,0.004613853529860719,1.0384384741908894,0.005841695613185667,0.09911608424983671
0.009000000000000001,0.0020000000000000044,-0.23299999999977797,0.004648720071991964,1.0384384741908892,0.006305571641655054,0.09911608424983666
0.01,0.0045,0.767,0.004674294146260445,1.059293969977113,0.006645817598905085,0.10550204924390832
0.011,0.0102,1.767,0.004674580158099999,1.0592939699771127,0.006649622795179729,0.10550204924390827
0.012,0.0108,-0.233,0.004717956571981707,1.0592939699771127,0.0072267169769013,0.10550204924390827
0.013000000000000001,-9.999999999999255e-05,-0.233,0.004750873848146203,1.0661551473463868,0.0076646593251197825,0.10760294576286056
0.014,0.0042,-1.233,0.004750881081522548,1.0661551473463868,0.007664755560355232,0.10760294576286056
0.015,0.0006,-0.233,0.004850559044469568,1.0889687621689808,0.00899090420462664,0.11458848794985352
0.016,-0.0055,-0.233,0.004888551951649159,1.0973537709021353,0.009496374429524038,0.1171559825226884
0.017,-0.0066,-1.233,0.0048885522506058494,1.0998191738325953,0.009496378406942894,0.11791089034034859
0.018000000000000002,-2.8449465006019615e-17,0.767,0.004992143781896948,1.112064205976074,0.01087459446110431,0.12166032633655206
0.019,-0.0082,-2.233,0.005034503452928797,1.0981133661784845,0.0114381615590849,0.11738857104008212
0.02,-0.0006,-2.233,0.005062503350915945,1.0956441248704645,0.011810681478810087,0.11663248790897056
0.021,0.0019,-0.233,0.00506692817763925,1.0998191738325953,0.01186955083956704,0.11791089034034859
0.022,-0.0081,-2.233,0.0050747533426565294,1.0998191738325955,0.011973659427584446,0.11791089034034866
0.023,-0.0015,-0.233,0.005086926495673217,1.0998191738325955,0.012135615088517938,0.11791089034034866
0.024,-0.0004,0.767,0.005094177785538097,1.1022790625547096,0.012232088651371957,0.11866410970419179
0.025,-0.0104,1.767,0.005099290518384797,1.1022790625547096,0.012300110143111075,0.11866410970419179
0.026000000000000002,-0.0014000000000000208,0.767,0.005100991200239183,1.1022790625547096,0.012322736577970396,0.11866410970419179
0.027,-0.0074,0.767,0.005103553785200091,1.1047334739036228,0.01235683005732395,0.11941565189316074
0.028,0.0092,1.767,0.005103599959605339,1.1047334739036228,0.012357444376909839,0.11941565189316074
0.029,0.007,0.767,0.0051087032628547606,1.107182444306196,0.01242534041416256,0.12016552806118166
0.03,0.0059,-0.233,0.00512863438383895,1.107182444306196,0.01269051065129954,0.12016552806118166
0.031,0.008,-0.233,0.005148189475316958,1.1047334739036228,0.012950678067300474,0.11941565189316074
0.032,0.0097,-2.233,0.005150728578296171,1.107182444306196,0.012984459134589526,0.12016552806118166
0.033,0.0007,0.767,0.005153160265276612,1.107182444306196,0.01301681110384193,0.12016552806118166
0.034,-0.0104,0.767,0.005234941204388284,1.107182444306196,0.014104851813380014,0.12016552806118166
0.035,-0.0146,-0.233,0.005257057504733862,1.103035266078649,0.014399094400732814,0.11889565966501607
0.036000000000000004,0.0002999999999999875,1.767,0.0053240143460141255,1.1144970681118334,0.015289910401213407,0.12240527014386374
0.037,-0.0015,-0.233,0.005406657547567023,1.1103772098090026,0.01638942293595366,0.12114376712460721
0.038,-0.0068,0.767,0.005429570802699397,1.1079353011103819,0.016694268473836434,0.12039605325446218
0.039,-0.0081,-0.233,0.005471774564936268,1.1079353011103819,0.01725576130955306,0.12039605325446218
0.04,-0.0005,-0.233,0.005473521819464599,1.1234338942856792,0.01727900736269697,0.1251417315394246
0.041,0.0032,-0.233,0.005473522086470992,1.1234338942856792,0.01727901091503848,0.1251417315394246
0.042,-0.0004,-0.233,0.0055257984286212,1.1120642059760875,0.017974512691161404,0.12166032633655621
0.043000000000000003,0.0006999999999999826,0.767,0.0055394239468910395,1.1120642059760875,0.018155791100619337,0.12166032633655621
0.044,-0.0018,0.767,0.0055394961870946806,1.1054879985010704,0.018156752208223145,0.11964668776571236
0.045,0.0043,0.767,0.005595303358176316,1.0988724363849423,0.018899229302281235,0.11762099878076827
0.046,0.0083,2.767,0.005660749242023732,1.0988724363849423,0.019769943024466,0.11762099878076827
