Name,SubjectID,Date,Muscle,Condition,Trial,DIY_Position,SampleRate_Hz,Lag_Samples,Lag_Sec,Lag_CrossCorr,BTS_Baseline,DIY_Baseline,BTS_Onset_Sec,DIY_Onset_Sec,Onset_Diff_Abs_Sec,BTS_Peak_Sec,DIY_Peak_Sec,Peak_Diff_Abs_Sec,BTS_Rest_RMS_Mean,DIY_Rest_RMS_Mean,BTS_Active_RMS_Mean,DIY_Active_RMS_Mean,Pearson_r,Spearman_r,Trend_r,High_Low_Agreement,RMSE,DTW_Distance,Similarity_Score_Percent
S01_0626_FF_DIY-I_BTS-O_60_T2,S01,0626,FF,60,T2,I,1000,-1343,-1.343,0.9766939678119974,7.900419916022301e-05,-0.024529094181165514,11.026,10.619,0.40700000000000003,15.34,15.341000000000001,0.0010000000000012221,0.037700935772006214,1.7880395177549635,0.13285482905248513,6.0403477150155425,0.8818831542128966,0.8455090808523649,0.9480494318834645,0.7560975609756098,0.059973083176614934,0.015446181018169336,94.80494318834644
S01_0626_FF_DIY-I_BTS-O_60_T3,S01,0626,FF,60,T3,I,1000,-1131,-1.131,0.982693652909513,3.9292141571708596e-05,-0.008737052589484998,10.634,10.559,0.07500000000000107,19.637,19.635,0.0019999999999988916,0.035280344400152305,1.4571402349070033,0.13392874189793694,6.233972767307694,0.9316137442932474,0.9268133329768793,0.9774054725675289,0.7914908579465542,0.06769392555815634,0.01801055107949777,97.74054725675289
S01_0626_FF_DIY-I_BTS-O_MVC_T1,S01,0626,FF,MVC,T1,I,1000,1014,1.014,0.9856467231960742,-0.00013381323735255836,0.12215176964607001,9.398,9.473,0.07500000000000107,12.75,12.762,0.012000000000000455,0.0340921271593522,1.5323626893486066,0.23529216758885013,9.816527021146175,0.9132221000093572,0.8983288328690664,0.9524797580219553,0.6802900461437047,0.08208629598320834,0.01881302701286619,95.24797580219553
S01_0626_FF_DIY-I_BTS-O_MVC_T2,S01,0626,FF,MVC,T2,I,1000,-1672,-1.672,0.978143608006845,-4.6190761847524155e-06,-0.06879644071185362,10.401,10.472,0.07099999999999973,13.671,16.168,2.497,0.020186397343901468,1.2405136654145512,0.17356079248643064,7.433473671993954,0.870411909281502,0.8536049869557614,0.9201070512851086,0.7394059405940594,0.08713578468421727,0.01908504464431808,92.01070512851086
S01_0626_FF_DIY-I_BTS-O_MVC_T3,S01,0626,FF,MVC,T3,I,1000,-525,-0.525,0.9860846690542967,0.00010255948810230653,-0.019918416316731854,10.69,10.663,0.026999999999999247,14.663,15.221,0.5579999999999998,0.03862627254674635,1.5040866995876672,0.24051221535463024,9.772898023235774,0.9197776881315174,0.8830358359324106,0.9720015842591992,0.8206825232678386,0.08599449373390265,0.017447249369542082,97.20015842591992
S01_0608_FF_DIY-O_BTS-I_100_T1,S01,0608,FF,100,T1,O,1000,636,0.636,0.9813943203794347,-3.423315336928022e-05,-0.08824795040991892,9.395,10.114,0.7190000000000012,16.189,11.426,4.763,0.014242688175437014,1.644339654529278,0.17757954583303126,8.77638550526526,0.8992974712564584,0.8563106415160208,0.9708751418322769,0.5010339123242349,0.11444238410788067,0.026092562610447553,97.08751418322768
S01_0608_FF_DIY-O_BTS-I_100_T2,S01,0608,FF,100,T2,O,1000,-612,-0.612,0.9908562421417275,-5.16496700659721e-05,-0.013271745650875983,10.351,10.462,0.11099999999999888,13.165000000000001,13.319,0.15399999999999991,0.015055293376204466,1.2638896333023943,0.17920089842447604,8.8586716065552,0.9468520280703852,0.9213987343905161,0.9793717020820751,0.779842744817727,0.06627621032197369,0.01659486983288738,97.93717020820752
S01_0608_FF_DIY-O_BTS-I_100_T3,S01,0608,FF,100,T3,O,1000,-123,-0.123,0.9837748346400668,-9.638072385579574e-06,-0.06768346330734022,12.189,12.355,0.16600000000000037,15.546000000000001,15.547,0.0009999999999994458,0.015772498335202115,1.5792849722179676,0.1528138705915919,7.329449465447922,0.917646314698635,0.8919474545700973,0.9651035692037584,0.6168316831683168,0.10360560030717637,0.021612651133106536,96.51035692037584
S01_0608_FF_DIY-O_BTS-I_30_T1,S01,0608,FF,30,T1,O,1000,26,0.026,0.9672577450980866,2.2215556888669835e-05,-0.19325194961007297,10.142,10.492,0.3500000000000014,19.133,18.265,0.8679999999999986,0.019707049083133088,1.3838516106164087,0.06082491780889862,3.098625505484758,0.8427333467747368,0.8432615921035727,0.9239967886490171,0.5429726996966633,0.11807310475805614,0.0262578780706334,92.39967886490172
S01_0608_FF_DIY-O_BTS-I_30_T2,S01,0608,FF,30,T2,O,1000,-245,-0.245,0.954449081680122,1.3217356528722185e-05,0.06233373325334984,17.557,15.901000000000002,1.655999999999997,18.548,18.901,0.35300000000000153,0.01878392554296478,1.8564197517686505,0.055110870074928237,2.6754149555745363,0.9646764129295232,0.9462019999844619,0.9907053996942836,0.841340782122905,0.07858550063886884,0.017104159335989452,99.07053996942837
S01_0608_FF_DIY-O_BTS-I_30_T3,S01,0608,FF,30,T3,O,1000,-407,-0.407,0.9738665996735162,5.058988202333976e-06,0.03014957008597742,10.870000000000001,10.913,0.04299999999999926,13.874,19.389,5.514999999999999,0.009728515445960617,1.1041383868612,0.06271087581714295,2.984545528092639,0.8117457122488672,0.7581058963749253,0.8985077201536233,0.5004662004662005,0.1084801082061878,0.02494477905167358,89.85077201536234
S01_0608_FF_DIY-O_BTS-I_60_T1,S01,0608,FF,60,T1,O,1000,228,0.228,0.9808281305297353,-2.533493301341616e-05,-0.055053989202154395,10.229000000000001,10.429,0.1999999999999993,15.596,16.711000000000002,1.115000000000002,0.011879040369235,1.0874912741138798,0.09546323460960039,4.629345956402143,0.9496753938775068,0.936834654662079,0.9749908739848515,0.6334392374900715,0.1061806289474515,0.01980124778170186,97.49908739848514
S01_0608_FF_DIY-O_BTS-I_60_T2,S01,0608,FF,60,T2,O,1000,-516,-0.516,0.9853865958109033,-4.67906418715945e-05,0.15211117776444813,9.950000000000001,10.209,0.25899999999999856,16.224000000000004,18.456000000000003,2.2319999999999993,0.010205838876318941,1.1536785232431093,0.1153287890396335,5.367116038358938,0.9362999824586091,0.9233318896883006,0.9810144785191338,0.8882141871377311,0.06762283286063131,0.015820109312429873,98.10144785191338
S01_0608_FF_DIY-O_BTS-I_60_T3,S01,0608,FF,60,T3,O,1000,-563,-0.563,0.967435106491902,5.398920215953922e-06,-0.06624275144971237,10.107,10.337,0.23000000000000043,18.116000000000003,17.152,0.9640000000000022,0.012612670005602376,1.100856343631439,0.11226884189559502,5.390993019176398,0.9297858031477938,0.9536221280170188,0.9758580926928441,0.4772234273318872,0.15929686775451685,0.026067508532238978,97.58580926928441
S01_0608_FF_DIY-O_BTS-I_MVC_T1,S01,0608,FF,MVC,T1,O,1000,47,0.047,0.9850792956228371,-5.882823435318484e-05,-0.13343751249750813,10.21,10.096,0.11400000000000077,11.68,11.832,0.15200000000000102,0.026395302337329337,1.7062657107819028,0.169371195607338,8.331745952234973,0.8729739722914641,0.8427583037816901,0.93544423928188,0.596584440227704,0.08947478412182235,0.01863484217288637,93.544423928188
S01_0608_FF_DIY-O_BTS-I_MVC_T2,S01,0608,FF,MVC,T2,O,1000,-429,-0.429,0.9851635210660079,-3.829234153168276e-05,0.05356128774245127,10.357,10.342,0.014999999999998792,12.974,12.979,0.004999999999999005,0.00904040753486613,1.0370299993236283,0.13720641732305253,7.080110958515657,0.8920747646679119,0.8857113285413557,0.9448368782083006,0.8706530958439356,0.10282032024336539,0.022614075301431,94.48368782083007
S01_0608_FF_DIY-O_BTS-I_MVC_T3,S01,0608,FF,MVC,T3,O,1000,-469,-0.469,0.9897548181268793,-8.878224355146512e-06,-0.011679064187166088,10.697000000000001,10.694,0.0030000000000001137,12.309000000000001,12.698,0.38899999999999935,0.0071088155061522764,1.0029847450727554,0.1755956795365407,9.122659396041126,0.9028392024012826,0.8797395114569075,0.9524728459782185,0.6852390852390853,0.07580943774592809,0.017294114409171616,95.24728459782185
