Name,SubjectID,Date,Muscle,Condition,Trial,DIY_Position,SampleRate_Hz,Lag_Samples,Lag_Sec,Lag_CrossCorr,BTS_Baseline,DIY_Baseline,BTS_Onset_Sec,DIY_Onset_Sec,Onset_Diff_Abs_Sec,BTS_Peak_Sec,DIY_Peak_Sec,Peak_Diff_Abs_Sec,BTS_Rest_RMS_Mean,DIY_Rest_RMS_Mean,BTS_Active_RMS_Mean,DIY_Active_RMS_Mean,Pearson_r,Spearman_r,Trend_r,High_Low_Agreement,RMSE,DTW_Distance,Similarity_Score_Percent
S03_0806_FF_DIY-I_BTS-O_MVC_T2,S03,0806,FF,MVC,T2,I,1000,692,0.692,0.9397126459186795,2.3755248950219884e-05,0.05329014197160497,9.518,9.498,0.02000000000000135,12.758000000000001,13.478,0.7199999999999989,0.007987877213838762,0.9573613827130194,0.09421655693870905,5.608379423585769,0.5881017334620176,0.5307352624879438,0.645654259347522,0.6778644271145771,0.13270200468891355,0.02686108392088755,64.5654259347522
S03_0806_FF_DIY-I_BTS-O_MVC_T3,S03,0806,FF,MVC,T3,I,1000,900,0.9,0.9528074980319635,1.2197560487871332e-05,0.030544891021800913,8.918000000000001,9.325000000000001,0.40700000000000003,10.893,10.754,0.13900000000000112,0.006022375434724258,0.9403513944597981,0.09491517899713484,5.141115716123093,0.6363137108287437,0.5886983500522209,0.7886475697816715,0.5119165839126117,0.12792518961903945,0.023875334670342408,78.86475697816715
S03_0806_FF_DIY-O_BTS-I_100_T1,S03,0806,FF,100,T1,O,1000,-1150,-1.15,0.9672740702403617,-2.7034593081388327e-05,0.037913017396520116,10.873,10.879,0.006000000000000227,15.934,19.102,3.168000000000001,0.004866639637671785,0.9405891372746971,0.1362428984821403,6.068473624609011,0.5885884634808957,0.4598834365582455,0.8389799808727388,0.5777325186693822,0.1288965866492209,0.021982537562668703,83.89799808727389
S03_0806_FF_DIY-O_BTS-I_100_T2,S03,0806,FF,100,T2,O,1000,-1303,-1.303,0.9629326947343597,-2.205558888221587e-05,-0.07987142571485971,10.812999999999999,10.916,0.10300000000000153,13.789000000000001,13.394000000000002,0.3949999999999996,0.005184918907041944,0.987688740054305,0.10682609658758435,4.931397581728106,0.5691271659973787,0.35713614313943065,0.8653126649363159,0.6980140186915887,0.15374900995009255,0.027511032608104856,86.53126649363159
S03_0806_FF_DIY-O_BTS-I_100_T3,S03,0806,FF,100,T3,O,1000,-698,-0.698,0.9514975771762451,-1.3717256548681031e-05,-0.06168346330733606,11.089,11.354,0.2649999999999988,21.31,13.534,7.775999999999998,0.005284219793369172,0.9502435723041672,0.11140626212704877,5.168455179354245,0.5651698880686707,0.44526680791532813,0.7646108000849329,0.3352837916910474,0.17005586871301442,0.02974646261198491,76.46108000849328
S03_0806_FF_DIY-O_BTS-I_30_T1,S03,0806,FF,30,T1,O,1000,-685,-0.685,0.9138262333099074,3.327334533093902e-05,0.06111517696460634,8.876999999999999,19.026000000000003,10.149000000000004,11.876999999999999,22.026000000000003,10.149000000000004,0.030089254646963836,1.5520374509772206,0.04682292637077065,2.1580350170888734,0.832531855773456,0.7063058353484145,0.9294095715883869,0.8524774774774775,0.10787331091611833,0.019594169245913964,92.94095715883869
S03_0806_FF_DIY-O_BTS-I_30_T2,S03,0806,FF,30,T2,O,1000,-839,-0.839,0.8838510326840023,-2.2255548890252402e-05,0.0015252949410143708,12.556,0.0,12.556,22.816000000000003,2.552,20.264000000000003,0.019382699260825587,1.4966393273747303,0.040403878291131796,1.9609697018489187,0.8013100171594721,0.800966536666939,0.8857800996275232,0.6724334031727028,0.24143641503302116,0.046792147514467815,88.57800996275232
S03_0806_FF_DIY-O_BTS-I_30_T3,S03,0806,FF,30,T3,O,1000,-1157,-1.157,0.9465601529945039,-1.6076784643069248e-05,0.04606498700260233,10.461,11.318,0.8569999999999993,18.245,13.226,5.019,0.004638570418244726,0.9427697001409161,0.06114663529047889,2.414719665252482,0.7370169748233609,0.5125054080572656,0.8829005032917793,0.5821138211382114,0.1298883964351337,0.025231705403748327,88.29005032917793
S03_0806_FF_DIY-O_BTS-I_60_T1,S03,0806,FF,60,T1,O,1000,2032,2.032,0.9421576074663942,2.4955008998209998e-05,-0.035328934213154535,9.036,9.368,0.33200000000000074,17.837,14.931000000000001,2.905999999999999,0.007557039147921681,0.9548263564233896,0.07731403980884415,3.174740495971933,0.5486150514774637,0.3787414405877757,0.759508898086204,0.48352090032154343,0.13978795146186213,0.02557821080436032,75.9508898086204
S03_0806_FF_DIY-O_BTS-I_60_T2,S03,0806,FF,60,T2,O,1000,-613,-0.613,0.9597072343532643,3.1993601279657303e-06,0.10990201959608183,11.051,11.353000000000002,0.3020000000000014,19.641000000000002,19.646,0.004999999999999005,0.004641759432656247,0.9249262542567728,0.08432900618531211,3.5458369410671198,0.6566751217344531,0.4794571736828624,0.7958333225001536,0.5521215295966475,0.10845054248868781,0.019954121844711684,79.58333225001536
S03_0806_FF_DIY-O_BTS-I_60_T3,S03,0806,FF,60,T3,O,1000,-742,-0.742,0.9595593663171026,-2.927414517096513e-05,0.04610857828434236,11.283999999999999,11.52,0.23600000000000065,13.66,12.779,0.8810000000000002,0.005883080276045252,0.9577882688468897,0.07382592008045459,3.16846300621537,0.6595146539398983,0.48644754470538804,0.8109282182783146,0.37127316680096695,0.1530648648881662,0.026784843851210334,81.09282182783146
S03_0806_FF_DIY-O_BTS-I_MVC_T1,S03,0806,FF,MVC,T1,O,1000,-1583,-1.583,0.9447469960967328,6.24675064986827e-05,0.07768966206759485,11.057,11.145,0.08799999999999919,19.809,12.964,6.845000000000001,0.013915058172390879,1.234065213765323,0.14037949734129818,5.6573867710807635,0.5299029823784014,0.4352387696339912,0.6776166045816422,0.13784230839919132,0.2546207818551383,0.04691210129286577,67.76166045816422
S03_0806_FF_DIY-O_BTS-I_MVC_T2,S03,0806,FF,MVC,T2,O,1000,2542,2.542,0.9567745367543025,-1.0937812437500578e-05,0.036506698660266956,8.468,8.803,0.33500000000000085,18.67,19.201,0.5309999999999988,0.004568831439868561,0.9485966880437089,0.10101246213082389,4.139233035595621,0.698353852529476,0.5921717823666941,0.8307041419832693,0.643094447081158,0.13118131018429574,0.026123469314316066,83.07041419832693
S03_0806_FF_DIY-O_BTS-I_MVC_T3,S03,0806,FF,MVC,T3,O,1000,4699,4.699,0.95407920947232,-1.2357528494310467e-05,0.0632787442511505,5.926,5.993,0.06700000000000017,15.233,15.374,0.14100000000000001,0.004213402118802895,0.9114321169398901,0.12205630398217693,5.2143671201596575,0.5519653449588215,0.4382775330032861,0.7290652557592451,0.43448023426061494,0.12903472376720376,0.023755542257149518,72.9065255759245
