time_sec,bts_raw,diy_raw,bts_rms,diy_rms,bts_norm_rms,diy_norm_rms
0.0,-0.0096,1.457,0.003286625300875111,0.9830646709571479,0.00024102590567718932,0.04767484669574537
0.001,-0.008,0.457,0.003287195717595691,0.9830646709571479,0.0002437852648070216,0.04767484669574537
0.002,-0.0003,-0.543,0.003339505805430232,0.9819829796890893,0.0004968324025238159,0.04753976247042113
0.003,0.0009,-0.543,0.003373649986120653,0.9819829796890893,0.0006620029757548332,0.04753976247042113
0.004,0.002,0.457,0.00359045621111404,0.9809000955826436,0.0017107910192253625,0.04740452928055014
0.005,-0.0054,1.457,0.003605476630645644,0.972839219647386,0.0017834514624997103,0.04639786757096322
0.006,-0.0006,-0.543,0.003630881506434279,0.9809000955826562,0.0019063461347988424,0.04740452928055172
0.007,-0.0105,0.457,0.0036450641863587535,0.9809000955826562,0.00197495405936195,0.04740452928055172
0.008,0.0019,-0.543,0.0036455785192616875,0.9809000955826562,0.001977442116146192,0.04740452928055172
0.009000000000000001,-0.0027000000000000023,-0.543,0.0036641820110467713,0.9684595230282048,0.0020674354719716222,0.04585092044988759
0.01,-0.004,-0.5429999999991119,0.003664243546392331,0.967361500608224,0.002067733145779999,0.04571379675075857
0.011,-0.0049,0.457,0.0036721758476046156,0.9754676432813899,0.002106105211291055,0.04672611148020787
0.012,-0.0012,0.457,0.003674432702754934,0.9754676432813899,0.0021170226224381345,0.04672611148020787
0.013000000000000001,0.0063999999999999925,-0.543,0.003684430013000481,0.9408296330547696,0.0021653840541853778,0.042400432872637964
0.014,0.0018,0.457,0.003696723887375617,0.9491623931993418,0.0022248549870562593,0.043441048140765735
0.015,0.0026,0.457,0.003722963401523858,0.939699326140508,0.00235178717595439,0.042259277407672706
0.016,0.0005,-0.543,0.003744522214976264,0.9396993261405079,0.0024560767358182017,0.04225927740767269
0.017,-0.0001,-0.543,0.00376927193141943,0.9267058183581663,0.0025758021112573543,0.040636616686585074
0.018000000000000002,-0.0035999999999999774,1.4569999999964474,0.0038303385025277715,0.9267058183581662,0.002871208249324307,0.04063661668658506
