time_sec,bts_raw,diy_raw,bts_rms,diy_rms,bts_norm_rms,diy_norm_rms
0.0,0.0019,-1.437,0.004916224320957607,0.7117793460053795,0.006788880641304272,0.0001975465807906578
0.001000000000000112,-0.0083,-0.437,0.004933634260551398,0.7126747123236205,0.006877599450706357,0.0003275854061907397
0.0020000000000000018,0.0008,-0.437,0.004940369139734657,0.7254813748518752,0.00691191952742958,0.002187565303291749
0.0030000000000001137,-0.0003,-2.437,0.004902218625969099,0.7263598512050873,0.006717509423872116,0.0023151511089962466
0.0040000000000000036,0.003,-2.437,0.004779338576711589,0.7291991978483541,0.006091328522401115,0.002727524564275945
0.0050000000000001155,0.0022,-0.437,0.004678419284853486,0.7320275314786252,0.005577056811628179,0.00313829854094572
0.006000000000000005,0.0029,-0.437,0.004637276871067135,0.7328981614306308,0.005367400370984658,0.003264744771958032
0.007000000000000117,0.0008,-0.437,0.004637846075825003,0.733767758363713,0.005370300965105158,0.0033910409721229933
0.008000000000000007,0.0029,-0.437,0.004631468281938317,0.7346363259462587,0.005337800549053144,0.0035171876742200003
0.009000000000000119,0.0007,-0.437,0.0046296015189479485,0.7355038678249946,0.005328287765332721,0.003643185407882604
0.010000000000000009,0.0047,-0.437,0.004614727559044104,0.738308049722833,0.005252491981742868,0.004050451699649637
0.01100000000000012,-0.0037,-0.437,0.004645746083779778,0.7750221464207642,0.005410558387954841,0.009382635759916288
0.01200000000000001,-0.0026,-0.437,0.004657285046622017,0.7758445305783612,0.0054693594561368,0.009502074996911107
0.013000000000000123,-0.0171,-0.4370000000000017,0.004671248168787363,0.7876247299950465,0.0055405137279464015,0.011212976182175769
0.014000000000000012,0.0049,-1.437,0.0046767831664652725,0.7992313150591523,0.005568719363088443,0.012898662429127381
0.015000000000000124,-0.0038,0.563,0.0047856975694296755,0.8000288139541547,0.006123733130119934,0.013014487446722095
0.016000000000000014,-0.0012,-1.437,0.0047853841711984965,0.8026075877145057,0.006122136093106156,0.013389016512576853
0.017000000000000126,0.0107,0.563,0.004791435878182592,0.8034017351503588,0.006152974812309449,0.013504354779885944
0.018000000000000016,0.0085,0.563,0.0048435802638477935,0.8041950983612849,0.0064186958843612816,0.013619579150026588
0.019000000000000128,0.0027,0.563,0.004854608725851561,0.8067605548911791,0.006474895506033681,0.013992174083481128
0.020000000000000018,0.0045,0.563,0.004851775229925021,0.8180956989250925,0.006460456375806144,0.015638437502018817
0.02100000000000013,-0.0002,-0.437,0.004896475523453579,0.8188748260787144,0.006688243313285909,0.015751594293636078
0.02200000000000002,0.0012,-0.437,0.004959644442063566,0.8300445532963012,0.007010143985031715,0.01737383334576831
0.02300000000000013,-0.0024,0.563,0.004987309482588317,0.8325303580992484,0.007151121467704407,0.017734860034134468
0.02400000000000002,0.0041,1.563,0.004986262604730893,0.833295989035452,0.0071457867130029495,0.017846056698120543
0.025000000000000133,-0.0071,0.563,0.004981094189676102,0.8340609171567035,0.007119449135684739,0.017957151288542996
0.026000000000000023,-0.0057,0.5629999999999965,0.004916895135625263,0.8500869830450206,0.00679229902643555,0.020284702304752066
0.027000000000000135,-0.0046,-0.437,0.004764592276195213,0.8525143491124308,0.006016183274604574,0.02063724162390155
0.028000000000000025,-0.0035,-0.437,0.004763999872725986,0.8549348233301755,0.006013164462839469,0.02098878000296976
0.029000000000000137,-0.0024,-2.437,0.004703871693032218,0.8556804078207632,0.0057067590048993306,0.021097065214751038
0.030000000000000027,-0.0031,-1.437,0.00467067670708541,0.8564253432226402,0.005537601632729584,0.021205256155917264
0.03100000000000014,-0.0039,0.563,0.004675640931751078,0.8571696312281055,0.005562898682128861,0.021313353072250046
0.03200000000000003,0.0085,0.563,0.004650333979948716,0.8678466203028843,0.005433937715813838,0.022864029136122392
0.03300000000000014,-0.0006,0.563,0.00476676524449353,0.8685811214600787,0.00602725644112859,0.02297070465628738
0.03400000000000003,0.0009,0.563,0.004659265774215899,0.8709569456964302,0.005479452988795682,0.02331575828043885
0.03500000000000014,-0.0034,0.563,0.0046600538265086,0.9334179792031394,0.00548346880176151,0.03238730728224294
0.03600000000000003,-0.0024,-0.4369999999999861,0.004637425327006132,0.9356291790018516,0.005368156883325526,0.032708451621371475
0.037000000000000144,-0.0013,1.563,0.004604746825573054,0.9378351653140787,0.005201631449703636,0.033028838778054175
0.038000000000000034,0.002,-2.437,0.004608934342246196,0.9385148935874138,0.00522297049522939,0.03312755934019166
0.039000000000000146,-0.0005,-0.437,0.00461881532379154,0.9407141128873325,0.005273322704305376,0.03344696368758823
0.040000000000000036,-0.0031,-0.437,0.004641324176166631,0.9429082027882713,0.005388024916393325,0.03376562306501578
