time_sec,bts_raw,diy_raw,bts_rms,diy_rms,bts_norm_rms,diy_norm_rms
0.0,0.0024,0.028,0.010021127472647873,0.9533112018375155,0.015115257038310723,0.003245379067117159
0.0010000000000000009,-0.0081,-0.972,0.01001825695257159,0.9596202550757125,0.015108691962913095,0.0034031250640771714
0.0020000000000000018,-0.0045,1.028,0.009899072979479034,0.9658880992921813,0.01483611007923066,0.0035598407070409786
0.0030000000000000027,-0.0082,-0.972,0.009895498638449799,0.9721155315891984,0.014827935317260645,0.0037155459260501426
0.0040000000000000036,-0.0027,0.028,0.009899921816450278,0.9762859119140811,0.014838051427337769,0.003819818433701235
0.0050000000000000044,-0.0035,1.028,0.009862702828373487,0.9763356812724465,0.01475292906050035,0.0038210628227968732
0.006000000000000005,-0.006,0.028,0.009865890344199341,0.9763854480939151,0.014760219126819955,0.003822307148462184
0.007000000000000006,0.003,-1.972,0.009880984130780902,0.976435212378875,0.014794739647251906,0.0038235514107068684
0.008000000000000007,0.0219,0.028,0.009860872144102372,0.9764849741277138,0.014748742160583354,0.003824795609540623
0.009000000000000008,0.0353,-1.9719999999999982,0.009865717282930888,0.9806367725830809,0.01475982332388334,0.003928603512532116
0.010000000000000009,0.0132,-0.972,0.009894092597532978,0.9806863211373882,0.01482471960568721,0.003929842380838031
0.01100000000000001,0.0103,0.028,0.010124906247315043,0.984820407744957,0.015352606181412907,0.0040332074324248126
0.01200000000000001,0.0023,1.028,0.010248627583669572,0.9848697458216324,0.015635565324661437,0.004034441038133848
0.013000000000000012,-0.0047,2.0279999999999982,0.01027623328015363,0.9849190814267891,0.015698701437284118,0.004035674582047211
0.014000000000000012,-0.0069,1.028,0.010333652351808487,0.9849684145607986,0.015830022774414094,0.004036908064174194
0.015000000000000013,-0.0127,1.028,0.010330390548689096,0.9890846034224637,0.015822562807982245,0.004139825616324162
0.016000000000000014,-0.0109,1.028,0.010333411186286634,1.0111027370197965,0.015829471212400175,0.0046903475891744975
0.017000000000000015,-0.0094,2.028,0.010336318301359402,1.0326515079592316,0.015836119983053263,0.005229134032522941
0.018000000000000016,-0.008,1.028,0.010345812521734372,1.0384786580826602,0.01585783391326346,0.005374830949469326
0.019000000000000017,-0.0014,1.028,0.010351172589007931,1.0442732926278684,0.015870092753073717,0.005519714875605608
0.020000000000000018,-0.0025,1.028,0.010298822970189768,1.0500359499076863,0.015750365600695343,0.005663799270430519
0.02100000000000002,-0.0014,1.028,0.010258009785980361,1.0557671535434434,0.01565702306191088,0.005807097226109479
0.02200000000000002,-0.0022,-0.972,0.010239827454062147,1.0596083510175744,0.015615438827425282,0.005903139136393033
0.02300000000000002,0.0022,0.028,0.010209337884809846,1.065288056794438,0.015545707100886812,0.00604514948507523
0.02400000000000002,-0.0101,3.028,0.010206879155050565,1.0690950467539493,0.015540083818058924,0.006140336100864745
0.025000000000000022,-0.0047,0.028,0.010213470718878955,1.0691404957804433,0.015555159174569823,0.006141472468196655
0.026000000000000023,0.0065,0.02799999999999653,0.010196633270654183,1.0691859428749872,0.015516650780912316,0.006142608787223789
0.027000000000000024,0.008,-0.972,0.01020597016440984,1.0692313880378272,0.015538004894402754,0.006143745057952304
0.028000000000000025,-0.0011,-0.972,0.010201539547558251,1.0730243875188756,0.015527871771165259,0.006238581868170406
0.029000000000000026,-0.0,-1.972,0.010150246200099708,1.0730696701212281,0.015410560383502678,0.006239714074380014
0.030000000000000027,-0.0033,-1.972,0.010093242155758497,1.0731149508127749,0.01528018824217477,0.006240846232813523
0.031000000000000028,-0.0098,-0.972,0.010117635465499873,1.0787235438519878,0.015335977406993011,0.0063810785413883145
